 0.0000000  0.0000000 -3.4230240
 0.0000000  1.0101010 -3.3686928
 0.0000000  2.0202020 -3.2939543
 0.0000000  3.0303030 -3.1995311
 0.0000000  4.0404040 -3.0862298
 0.0000000  5.0505051 -2.9549312
 0.0000000  6.0606061 -2.8065824
 0.0000000  7.0707071 -2.6421879
 0.0000000  8.0808081 -2.4628012
 0.0000000  9.0909091 -2.2695177
 0.0000000 10.1010101 -2.0634666
 0.0000000 11.1111111 -1.8458041
 0.0000000 12.1212121 -1.6177066
 0.0000000 13.1313131 -1.3803639
 0.0000000 14.1414141 -1.1349740
 0.0000000 15.1515152 -0.8827363
 0.0000000 16.1616162 -0.6248470
 0.0000000 17.1717172 -0.3624939
 0.0000000 18.1818182 -0.0968516
 0.0000000 19.1919192  0.1709229
 0.0000000 20.2020202  0.4396939
 0.0000000 21.2121212  0.7083513
 0.0000000 22.2222222  0.9758131
 0.0000000 23.2323232  1.2410296
 0.0000000 24.2424242  1.5029852
 0.0000000 25.2525253  1.7607017
 0.0000000 26.2626263  2.0132399
 0.0000000 27.2727273  2.2597021
 0.0000000 28.2828283  2.4992336
 0.0000000 29.2929293  2.7310241
 0.0000000 30.3030303  2.9543093
 0.0000000 31.3131313  3.1683716
 0.0000000 32.3232323  3.3725410
 0.0000000 33.3333333  3.5661958
 0.0000000 34.3434343  3.7487630
 0.0000000 35.3535354  3.9197185
 0.0000000 36.3636364  4.0785875
 0.0000000 37.3737374  4.2249437
 0.0000000 38.3838384  4.3584098
 0.0000000 39.3939394  4.4786568
 0.0000000 40.4040404  4.5854035
 0.0000000 41.4141414  4.6784157
 0.0000000 42.4242424  4.7575059
 0.0000000 43.4343434  4.8225320
 0.0000000 44.4444444  4.8733966
 0.0000000 45.4545455  4.9100457
 0.0000000 46.4646465  4.9324678
 0.0000000 47.4747475  4.9406928
 0.0000000 48.4848485  4.9347902
 0.0000000 49.4949495  4.9148683
 0.0000000 50.5050505  4.8810726
 0.0000000 51.5151515  4.8335843
 0.0000000 52.5252525  4.7726188
 0.0000000 53.5353535  4.6984244
 0.0000000 54.5454545  4.6112806
 0.0000000 55.5555556  4.5114964
 0.0000000 56.5656566  4.3994089
 0.0000000 57.5757576  4.2753817
 0.0000000 58.5858586  4.1398031
 0.0000000 59.5959596  3.9930847
 0.0000000 60.6060606  3.8356596
 0.0000000 61.6161616  3.6679809
 0.0000000 62.6262626  3.4905200
 0.0000000 63.6363636  3.3037650
 0.0000000 64.6464646  3.1082191
 0.0000000 65.6565657  2.9043993
 0.0000000 66.6666667  2.6928345
 0.0000000 67.6767677  2.4740639
 0.0000000 68.6868687  2.2486360
 0.0000000 69.6969697  2.0171068
 0.0000000 70.7070707  1.7800381
 0.0000000 71.7171717  1.5379967
 0.0000000 72.7272727  1.2915524
 0.0000000 73.7373737  1.0412773
 0.0000000 74.7474747  0.7877437
 0.0000000 75.7575758  0.5315237
 0.0000000 76.7676768  0.2731874
 0.0000000 77.7777778  0.0133017
 0.0000000 78.7878788 -0.2475704
 0.0000000 79.7979798 -0.5088713
 0.0000000 80.8080808 -0.7700497
 0.0000000 81.8181818 -1.0305617
 0.0000000 82.8282828 -1.2898717
 0.0000000 83.8383838 -1.5474531
 0.0000000 84.8484848 -1.8027899
 0.0000000 85.8585859 -2.0553765
 0.0000000 86.8686869 -2.3047194
 0.0000000 87.8787879 -2.5503374
 0.0000000 88.8888889 -2.7917625
 0.0000000 89.8989899 -3.0285405
 0.0000000 90.9090909 -3.2602318
 0.0000000 91.9191919 -3.4864116
 0.0000000 92.9292929 -3.7066707
 0.0000000 93.9393939 -3.9206158
 0.0000000 94.9494949 -4.1278703
 0.0000000 95.9595960 -4.3280740
 0.0000000 96.9696970 -4.5208842
 0.0000000 97.9797980 -4.7059756
 0.0000000 98.9898990 -4.8830407
 0.0000000 100.0000000 -5.0517898
 1.0101010  0.0000000 -3.4338178
 1.0101010  1.0101010 -3.3676122
 1.0101010  2.0202020 -3.2812169
 1.0101010  3.0303030 -3.1754137
 1.0101010  4.0404040 -3.0510632
 1.0101010  5.0505051 -2.9090956
 1.0101010  6.0606061 -2.7505022
 1.0101010  7.0707071 -2.5763269
 1.0101010  8.0808081 -2.3876582
 1.0101010  9.0909091 -2.1856220
 1.0101010 10.1010101 -1.9713735
 1.0101010 11.1111111 -1.7460912
 1.0101010 12.1212121 -1.5109695
 1.0101010 13.1313131 -1.2672128
 1.0101010 14.1414141 -1.0160298
 1.0101010 15.1515152 -0.7586276
 1.0101010 16.1616162 -0.4962067
 1.0101010 17.1717172 -0.2299562
 1.0101010 18.1818182  0.0389509
 1.0101010 19.1919192  0.3093614
 1.0101010 20.2020202  0.5801465
 1.0101010 21.2121212  0.8502047
 1.0101010 22.2222222  1.1184652
 1.0101010 23.2323232  1.3838910
 1.0101010 24.2424242  1.6454815
 1.0101010 25.2525253  1.9022745
 1.0101010 26.2626263  2.1533489
 1.0101010 27.2727273  2.3978260
 1.0101010 28.2828283  2.6348716
 1.0101010 29.2929293  2.8636967
 1.0101010 30.3030303  3.0835593
 1.0101010 31.3131313  3.2937650
 1.0101010 32.3232323  3.4936675
 1.0101010 33.3333333  3.6826695
 1.0101010 34.3434343  3.8602229
 1.0101010 35.3535354  4.0258286
 1.0101010 36.3636364  4.1790372
 1.0101010 37.3737374  4.3194479
 1.0101010 38.3838384  4.4467091
 1.0101010 39.3939394  4.5605173
 1.0101010 40.4040404  4.6606166
 1.0101010 41.4141414  4.7467983
 1.0101010 42.4242424  4.8188998
 1.0101010 43.4343434  4.8768038
 1.0101010 44.4444444  4.9204370
 1.0101010 45.4545455  4.9497695
 1.0101010 46.4646465  4.9648132
 1.0101010 47.4747475  4.9656206
 1.0101010 48.4848485  4.9522838
 1.0101010 49.4949495  4.9249327
 1.0101010 50.5050505  4.8837337
 1.0101010 51.5151515  4.8288884
 1.0101010 52.5252525  4.7606318
 1.0101010 53.5353535  4.6792312
 1.0101010 54.5454545  4.5849840
 1.0101010 55.5555556  4.4782167
 1.0101010 56.5656566  4.3592829
 1.0101010 57.5757576  4.2285619
 1.0101010 58.5858586  4.0864569
 1.0101010 59.5959596  3.9333936
 1.0101010 60.6060606  3.7698183
 1.0101010 61.6161616  3.5961964
 1.0101010 62.6262626  3.4130110
 1.0101010 63.6363636  3.2207609
 1.0101010 64.6464646  3.0199592
 1.0101010 65.6565657  2.8111319
 1.0101010 66.6666667  2.5948161
 1.0101010 67.6767677  2.3715585
 1.0101010 68.6868687  2.1419142
 1.0101010 69.6969697  1.9064448
 1.0101010 70.7070707  1.6657175
 1.0101010 71.7171717  1.4203030
 1.0101010 72.7272727  1.1707750
 1.0101010 73.7373737  0.9177079
 1.0101010 74.7474747  0.6616766
 1.0101010 75.7575758  0.4032541
 1.0101010 76.7676768  0.1430114
 1.0101010 77.7777778 -0.1184845
 1.0101010 78.7878788 -0.3806714
 1.0101010 79.7979798 -0.6429929
 1.0101010 80.8080808 -0.9048995
 1.0101010 81.8181818 -1.1658498
 1.0101010 82.8282828 -1.4253109
 1.0101010 83.8383838 -1.6827602
 1.0101010 84.8484848 -1.9376852
 1.0101010 85.8585859 -2.1895850
 1.0101010 86.8686869 -2.4379712
 1.0101010 87.8787879 -2.6823678
 1.0101010 88.8888889 -2.9223127
 1.0101010 89.8989899 -3.1573580
 1.0101010 90.9090909 -3.3870705
 1.0101010 91.9191919 -3.6110324
 1.0101010 92.9292929 -3.8288418
 1.0101010 93.9393939 -4.0401130
 1.0101010 94.9494949 -4.2444771
 1.0101010 95.9595960 -4.4415821
 1.0101010 96.9696970 -4.6310935
 1.0101010 97.9797980 -4.8126947
 1.0101010 98.9898990 -4.9860868
 1.0101010 100.0000000 -5.1509891
 2.0202020  0.0000000 -3.4477835
 2.0202020  1.0101010 -3.3704677
 2.0202020  2.0202020 -3.2731231
 2.0202020  3.0303030 -3.1565917
 2.0202020  4.0404040 -3.0217890
 2.0202020  5.0505051 -2.8696955
 2.0202020  6.0606061 -2.7013477
 2.0202020  7.0707071 -2.5178304
 2.0202020  8.0808081 -2.3202685
 2.0202020  9.0909091 -2.1098195
 2.0202020 10.1010101 -1.8876667
 2.0202020 11.1111111 -1.6550121
 2.0202020 12.1212121 -1.4130699
 2.0202020 13.1313131 -1.1630609
 2.0202020 14.1414141 -0.9062061
 2.0202020 15.1515152 -0.6437220
 2.0202020 16.1616162 -0.3768153
 2.0202020 17.1717172 -0.1066781
 2.0202020 18.1818182  0.1655161
 2.0202020 19.1919192  0.4386168
 2.0202020 20.2020202  0.7114997
 2.0202020 21.2121212  0.9830704
 2.0202020 22.2222222  1.2522675
 2.0202020 23.2323232  1.5180653
 2.0202020 24.2424242  1.7794759
 2.0202020 25.2525253  2.0355521
 2.0202020 26.2626263  2.2853889
 2.0202020 27.2727273  2.5281253
 2.0202020 28.2828283  2.7629456
 2.0202020 29.2929293  2.9890811
 2.0202020 30.3030303  3.2058104
 2.0202020 31.3131313  3.4124608
 2.0202020 32.3232323  3.6084085
 2.0202020 33.3333333  3.7930793
 2.0202020 34.3434343  3.9659483
 2.0202020 35.3535354  4.1265407
 2.0202020 36.3636364  4.2744309
 2.0202020 37.3737374  4.4092428
 2.0202020 38.3838384  4.5306491
 2.0202020 39.3939394  4.6383708
 2.0202020 40.4040404  4.7321765
 2.0202020 41.4141414  4.8118817
 2.0202020 42.4242424  4.8773480
 2.0202020 43.4343434  4.9284818
 2.0202020 44.4444444  4.9652335
 2.0202020 45.4545455  4.9875961
 2.0202020 46.4646465  4.9956042
 2.0202020 47.4747475  4.9893326
 2.0202020 48.4848485  4.9688949
 2.0202020 49.4949495  4.9344420
 2.0202020 50.5050505  4.8861609
 2.0202020 51.5151515  4.8242728
 2.0202020 52.5252525  4.7490321
 2.0202020 53.5353535  4.6607242
 2.0202020 54.5454545  4.5596644
 2.0202020 55.5555556  4.4461961
 2.0202020 56.5656566  4.3206890
 2.0202020 57.5757576  4.1835379
 2.0202020 58.5858586  4.0351606
 2.0202020 59.5959596  3.8759965
 2.0202020 60.6060606  3.7065051
 2.0202020 61.6161616  3.5271639
 2.0202020 62.6262626  3.3384674
 2.0202020 63.6363636  3.1409249
 2.0202020 64.6464646  2.9350595
 2.0202020 65.6565657  2.7214058
 2.0202020 66.6666667  2.5005094
 2.0202020 67.6767677  2.2729242
 2.0202020 68.6868687  2.0392120
 2.0202020 69.6969697  1.7999402
 2.0202020 70.7070707  1.5556810
 2.0202020 71.7171717  1.3070095
 2.0202020 72.7272727  1.0545028
 2.0202020 73.7373737  0.7987384
 2.0202020 74.7474747  0.5402932
 2.0202020 75.7575758  0.2797419
 2.0202020 76.7676768  0.0176560
 2.0202020 77.7777778 -0.2453972
 2.0202020 78.7878788 -0.5088558
 2.0202020 79.7979798 -0.7721646
 2.0202020 80.8080808 -1.0347759
 2.0202020 81.8181818 -1.2961502
 2.0202020 82.8282828 -1.5557577
 2.0202020 83.8383838 -1.8130788
 2.0202020 84.8484848 -2.0676049
